,credit,gender,education,martial_status,age,pay_status_sep,pay_status_aug,pay_status_jul,pay_status_jun,pay_status_may,pay_status_apr,bill_sep,bill_aug,bill_jul,bill_june,bill_may,bill_apr,paid_sep,paid_aug,paid_jul,paid_jun,paid_may,paid_apr,Y
3776,7221,1,2,2,34,0,0,0,0,0,0,4765,4802,4935,4976,5069,5170,174,226,182,191,204,160,0
3777,7849,2,2,1,26,1,3,2,2,2,0,19,19,19,38,33,214,0,0,18,0,188,156,1
3778,313,1,2,2,24,0,0,0,2,0,0,182,215,262,254,259,275,40,56,0,14,25,0,0
3779,7221,1,1,1,39,0,0,0,0,0,0,6929,7150,5754,5870,5002,5108,351,194,195,219,188,191,0
3780,2197,1,1,2,29,0,0,0,0,0,0,1996,2056,1864,1697,1849,1831,240,119,37,156,125,94,0
3781,4395,2,1,1,39,-2,-2,-2,-2,-2,-2,146,173,159,140,73,133,173,159,140,73,148,708,0
3782,13500,2,1,1,48,-1,-1,-2,-2,-2,-1,310,0,0,0,0,72,0,0,0,0,72,1192,0
3783,3767,2,1,2,28,-1,-1,2,0,0,-1,6,62,35,13,-8,45,62,0,0,0,69,0,1
3784,627,2,2,2,25,0,0,0,0,0,0,522,401,444,627,627,0,62,62,219,0,0,0,0
3785,941,1,1,2,32,0,0,2,0,0,0,918,957,932,905,922,1027,113,0,47,40,125,0,0
3786,2511,1,3,2,43,7,6,5,4,3,2,2545,2489,2410,2367,2346,728,0,0,0,0,0,62,1
3787,12558,2,1,2,39,0,0,0,0,0,0,12713,11291,11311,10214,10317,10359,424,388,365,372,565,470,0
3788,6279,2,1,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3789,941,1,5,2,23,-2,-1,-1,-1,0,0,84,28,-49,892,911,970,28,0,941,33,74,0,0
3790,1569,2,2,2,46,1,2,0,0,0,0,1584,1550,1587,934,953,955,0,70,33,34,39,35,0
3791,7849,1,1,1,46,-1,-1,-1,-1,-1,-1,37,0,97,74,15,62,0,98,74,15,62,601,1
3792,3767,1,1,2,28,-1,0,0,0,0,0,280,1352,1476,1682,1806,1927,1098,156,251,156,156,125,1
3793,2511,1,3,1,45,1,-1,0,0,-1,-1,-38,1123,1153,12,12,12,1214,94,0,12,12,36,0
3794,13500,2,1,1,33,-2,-2,-2,-2,-2,-1,57,11,37,0,16,2434,11,37,0,16,2434,18,0
3795,3767,2,1,2,24,0,0,0,0,0,0,2379,2386,2109,1567,1042,622,116,63,63,62,37,31,0
3796,627,2,2,2,22,0,0,0,0,0,0,640,628,900,463,571,639,47,40,34,115,78,17,0
3797,627,2,2,2,32,0,0,0,0,0,0,4053,4006,3385,3231,3093,2439,138,114,97,100,91,62,0
3798,2511,1,1,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,4,0,0,0,941,4,20,0
3799,627,2,2,2,44,0,0,0,-1,-1,-1,241,328,0,5,193,12,105,0,6,220,190,470,0
3800,4395,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,313,2,2,2,22,0,-1,0,0,0,0,467,377,248,241,214,109,219,125,6,7,2,0,0
3802,6907,2,3,2,34,-2,-2,-2,-2,-1,0,3124,-15,-15,-15,0,151,29,0,0,15,151,94,0
3803,1883,1,1,1,48,-1,-1,2,0,0,-1,8,1933,1008,986,91,46,1970,0,0,0,46,1839,0
3804,2511,1,3,1,59,1,2,0,0,-1,-1,682,662,695,576,111,0,0,62,0,111,0,0,0
3805,941,1,2,2,25,0,0,0,0,-1,-1,933,512,164,98,359,60,78,47,62,359,60,210,1
3806,4395,2,2,1,27,1,2,2,0,0,0,4366,4403,4166,4258,4147,4233,153,0,163,156,160,150,0
3807,627,1,2,2,26,0,0,0,0,0,0,141,185,229,267,309,351,47,47,47,47,47,47,0
3808,3139,2,3,2,46,0,0,0,0,0,0,2971,2548,1992,1441,1475,1348,94,63,94,62,62,53,0
3809,6907,1,1,2,35,0,0,0,0,0,0,4988,5157,5079,5203,5520,934,251,177,238,464,72,62,0
3810,2511,2,1,2,40,0,0,0,0,0,0,861,876,893,738,239,105,57,43,41,6,8,1,0
3811,2511,2,3,2,46,0,0,0,0,0,0,2391,2458,2506,1271,1298,1329,105,104,45,47,52,47,0
3812,4081,1,2,2,28,2,2,0,0,0,0,2227,2174,2203,267,354,204,0,94,62,94,62,0,1
3813,9419,2,1,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,1883,2,2,1,42,0,0,0,0,0,0,1829,1818,1852,544,563,543,100,94,25,31,31,31,0
3815,11302,2,1,1,32,-1,-1,-2,-1,0,0,7,0,0,21,21,48,0,0,21,0,26,1,0
3816,313,1,2,2,24,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,43,1
3817,1569,1,2,2,32,0,0,0,0,2,0,1030,1098,1117,1180,936,766,94,53,81,0,313,188,1
3818,1569,1,2,1,48,0,0,0,0,0,0,1323,1274,1060,590,534,547,126,42,31,31,21,31,0
3819,6279,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,879,0
3820,941,2,2,2,24,1,2,2,0,0,0,476,521,534,547,581,597,62,31,31,47,31,31,1
3821,6907,1,1,1,42,0,0,2,2,-2,-2,100,286,276,47,141,118,188,0,0,94,0,125,0
3822,6279,2,1,2,41,-2,-2,-2,-2,-2,-2,186,328,224,218,306,63,328,224,218,306,63,50,0
3823,2511,2,3,2,27,1,4,3,2,0,0,2659,2601,2530,1618,1613,1534,0,0,0,56,59,54,1
3824,6279,1,2,1,39,-2,-2,-2,-2,-2,-2,474,98,403,124,241,70,99,403,124,241,70,87,0
3825,7535,2,1,1,34,-1,2,-1,-1,-1,-1,20,10,10,10,10,10,0,10,10,10,10,22,1
3826,15698,2,2,2,28,-1,-1,-1,0,0,-1,2280,27,269,201,196,62,27,269,8,9,62,848,0
3827,7221,1,3,1,38,-2,-2,-1,-1,0,0,216,0,5,204,1410,1758,0,5,204,1255,376,78,0
3828,627,1,3,2,22,0,0,0,0,0,0,352,347,370,301,288,0,40,31,6,5,0,0,0
3829,1569,1,1,1,35,0,0,0,0,0,0,1278,1296,883,917,244,307,127,47,47,0,156,0,0
3830,3139,2,2,1,35,0,0,0,0,0,0,183,210,246,253,260,293,35,40,15,15,42,53,0
3831,7221,2,2,2,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3832,1883,1,2,2,28,0,0,0,0,0,2,1326,1165,1197,1221,1302,1263,244,51,43,100,0,62,0
3833,3767,2,3,1,48,-1,2,-1,-1,0,-1,120,6,57,114,57,57,0,57,114,0,57,57,1
3834,4081,2,3,2,23,-1,0,0,0,0,0,179,489,624,366,368,268,313,156,62,62,62,31,0
3835,1569,2,3,1,25,2,2,0,0,0,0,976,952,977,922,945,880,0,57,31,31,313,313,1
3836,12558,2,1,2,30,-1,-1,-1,-1,-1,-1,439,170,500,181,171,484,171,502,182,171,176,194,0
3837,7535,2,2,2,27,-2,-2,-1,2,0,0,138,0,35,35,61,64,0,35,0,31,15,31,1
3838,2197,1,3,2,53,0,0,0,0,0,0,311,353,384,535,553,575,47,47,156,31,31,31,0
3839,627,2,1,2,22,0,0,0,0,0,0,902,464,591,577,94,0,44,156,12,6,0,0,0
3840,1569,1,3,2,28,2,2,2,0,0,2,883,916,892,902,963,943,56,0,34,75,0,47,1
3841,7535,2,1,1,54,0,0,0,0,2,0,1895,2021,2082,2211,2171,2229,156,94,163,0,94,169,0
3842,11930,1,1,2,31,0,0,0,0,0,0,5245,4989,8636,4908,4828,4369,188,188,163,156,156,125,0
3843,1569,1,2,2,24,0,0,0,0,0,0,163,203,234,242,249,258,47,40,15,15,13,14,0
3844,1569,2,2,2,33,0,0,0,0,0,0,392,510,562,504,535,597,125,62,31,62,75,31,0
3845,13500,2,1,2,33,0,0,0,0,2,2,1286,1189,1083,888,760,403,313,156,313,0,125,313,0
3846,1883,2,1,2,26,0,0,2,0,0,0,719,723,554,411,273,564,156,0,0,5,433,0,0
3847,941,2,2,2,25,0,0,0,0,0,0,114,138,166,136,97,158,35,32,3,47,62,0,0
3848,5337,1,3,1,48,0,0,0,0,0,0,5364,5392,5352,3998,3988,3935,213,244,144,146,142,141,0
3849,2197,2,1,2,29,0,0,2,2,2,2,1280,1387,1406,1374,1464,1498,128,50,0,113,62,59,0
3850,4081,2,2,2,28,-1,-1,-1,-1,-1,-1,12,232,12,129,16,12,232,12,129,16,12,81,0
3851,1569,1,1,1,50,1,2,0,0,0,0,1546,1391,1246,923,403,0,47,42,65,7,0,0,1
3852,627,2,3,2,38,1,-1,-1,-1,-1,-2,0,119,159,27,0,0,119,159,27,0,0,0,1
3853,1569,1,3,1,48,-1,-1,-1,-1,-1,-1,33,54,12,12,12,12,54,12,12,12,12,12,1
3854,627,1,3,2,28,2,0,0,0,2,0,440,416,450,480,468,487,50,50,47,0,31,15,0
3855,3453,2,2,2,32,-1,-1,-1,0,-1,-1,63,44,84,36,22,36,44,84,0,22,36,119,0
3856,2825,2,2,2,24,0,0,0,0,0,0,2400,1551,1575,1559,1344,863,78,62,62,111,47,31,0
3857,5651,2,1,2,24,0,0,0,0,0,0,2034,2095,2110,2147,2210,2242,125,81,62,94,63,150,0
3858,1569,2,2,2,28,0,0,0,2,0,0,1373,1396,1486,1454,1455,1421,54,113,0,52,48,48,0
3859,6279,1,2,1,36,1,-2,-1,-1,-1,-1,0,0,9,9,8,143,0,9,9,8,144,0,0
3860,627,2,1,1,32,2,2,2,2,2,2,355,451,358,365,245,249,188,0,23,0,19,0,1
3861,1569,1,1,2,44,0,0,0,0,0,0,1622,1578,1547,1480,1572,1583,60,50,47,408,49,82,0
3862,5337,2,2,1,39,0,0,0,2,0,0,3579,3694,3913,3806,3899,4061,219,329,0,156,345,141,1
3863,11930,1,1,1,48,0,0,0,0,0,0,11189,10900,10003,8947,8956,8364,1255,627,627,627,313,627,0
3864,941,1,2,2,39,1,2,2,0,0,0,50,76,101,126,151,194,31,31,31,31,47,0,1
3865,941,2,2,2,23,0,0,0,0,0,0,615,647,679,692,712,731,42,42,24,31,30,31,0
3866,5023,1,3,1,36,-1,-1,-1,-1,-1,-1,126,210,0,266,64,0,210,0,266,64,0,25,0
3867,1883,2,3,1,39,2,0,0,2,0,0,928,977,1071,739,754,835,94,114,0,31,94,0,1
3868,14128,2,1,2,31,2,-1,0,0,0,0,51,1710,3542,3535,2832,1242,1710,1973,62,0,31,854,0
3869,2511,2,2,1,43,-2,-2,-2,-2,-2,-2,12,11,9,-9,-9,-9,11,19,0,0,0,18,1
3870,2825,2,1,2,26,1,2,2,-1,-1,2,747,490,376,1025,969,836,0,47,1099,94,0,62,0
3871,941,1,2,1,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3872,1569,1,2,2,25,2,0,0,0,0,0,1534,1542,1521,1345,953,932,69,78,64,39,62,33,1
3873,941,1,3,1,49,2,2,2,2,2,2,827,851,828,930,954,934,47,0,116,42,0,35,0
3874,1569,1,3,1,52,1,2,0,0,0,0,1008,926,822,747,528,453,0,216,0,0,0,0,1
3875,10047,2,1,1,34,-1,-1,-1,0,-1,-1,232,235,753,320,697,230,251,784,0,706,1020,690,0
3876,9419,2,2,1,43,-1,-1,-2,-2,-2,-2,41,0,0,0,0,0,0,0,0,0,0,0,0
3877,12244,2,1,2,43,0,0,0,0,0,0,2834,2740,2773,2806,2849,2883,100,100,100,109,103,125,0
3878,1569,2,2,2,23,0,0,0,0,0,0,1496,1288,1323,212,605,300,62,65,8,94,5,0,0
3879,627,1,2,1,26,2,2,3,3,3,3,32,32,32,32,32,32,0,0,0,0,0,0,1
3880,2825,1,2,2,52,0,0,0,0,0,0,2737,2748,2791,2786,2747,2690,110,124,91,97,98,95,0
3881,9419,1,3,2,51,-1,-1,-1,-1,-1,-1,575,623,196,121,372,166,623,197,121,373,166,313,0
3882,9419,2,4,2,32,0,0,0,0,0,-1,1697,2048,2032,2045,-14,21,478,46,40,0,62,43,0
3883,6279,1,1,1,34,-1,-1,-1,-1,0,0,169,60,151,410,64,0,60,151,410,0,0,24,0
3884,1569,1,2,2,24,0,0,0,0,0,0,1058,716,538,568,602,596,207,59,47,47,47,47,0
3885,627,1,2,2,24,-1,-1,2,-1,0,0,12,24,12,24,24,0,24,0,24,0,0,0,1
3886,12244,1,1,2,35,-1,-1,-1,0,0,0,953,1033,2470,1978,1307,774,1038,2473,43,28,432,5765,0
3887,2197,1,2,2,41,0,0,0,0,0,0,2193,1999,1719,1216,1253,1185,313,159,62,62,125,62,0
3888,9419,1,3,2,43,0,0,0,0,0,0,4984,4880,4585,4481,4359,4317,182,166,166,158,160,142,0
3889,4395,2,3,1,50,0,0,0,0,0,0,4369,4439,4417,4312,4307,4362,188,156,156,160,163,150,0
3890,6279,2,1,1,37,-1,0,0,0,0,0,3071,3074,1403,1320,1345,1063,132,63,65,90,121,72,0
3891,2511,2,3,2,28,-1,-1,-1,-1,-1,-1,67,19,66,72,37,12,19,66,72,37,12,0,0
3892,2511,2,3,1,45,0,0,-2,-2,-2,-2,2519,0,0,0,0,0,0,0,0,0,0,0,0
3893,5337,2,1,1,36,-1,-1,-1,-1,-1,-1,38,76,48,67,59,83,76,48,67,59,83,51,0
3894,1569,2,1,2,29,0,0,0,0,0,0,1575,1611,1478,1308,1487,1548,94,722,35,188,83,0,0
3895,3139,1,2,2,27,0,0,0,0,0,0,2593,2574,2589,2456,2374,2412,97,94,88,85,96,92,0
3896,941,2,2,2,22,0,-1,2,-1,-1,-1,60,222,93,54,120,77,222,0,54,120,77,116,0
3897,941,2,6,1,49,0,0,0,0,0,0,825,857,417,441,455,471,47,47,31,21,28,28,0
3898,10047,2,2,1,36,-2,-1,0,0,0,0,2292,2089,1844,1353,2112,1950,91,93,49,1256,98,37,0
3899,2197,2,2,2,25,0,0,2,0,0,0,1303,1397,1366,1396,1432,1466,125,0,62,62,62,94,1
3900,1569,2,2,1,24,0,0,0,0,0,0,1550,1578,1589,1524,1558,1516,62,54,57,55,52,47,0
3901,4081,1,3,1,48,0,0,0,0,0,0,2154,1794,1824,1839,1878,1744,68,62,62,64,61,94,0
3902,1569,2,2,2,27,1,2,2,2,2,2,281,278,315,306,363,353,6,47,0,62,0,50,1
3903,1569,1,2,1,33,0,0,0,0,0,0,507,428,460,469,479,489,38,38,16,17,17,17,0
3904,1569,1,2,2,30,0,0,2,0,0,-2,78,142,134,144,0,0,70,0,9,0,0,0,0
3905,5023,1,3,1,30,1,2,0,0,0,0,3229,2597,2278,1901,1715,1521,0,81,63,63,63,94,0
3906,14128,1,2,1,46,-1,-1,-1,-1,-1,-1,4,60,492,582,760,1031,60,492,583,760,1032,293,0
3907,11930,2,1,1,33,0,0,0,0,0,0,3545,3408,6794,6695,6385,5810,146,4098,238,376,219,188,0
3908,941,2,1,2,29,1,2,2,0,0,0,392,409,389,191,159,0,31,0,0,0,0,0,1
3909,1569,1,2,2,24,0,0,0,0,0,0,1492,1449,899,617,621,618,48,52,21,22,26,20,0
3910,6907,1,2,2,30,-1,-1,2,-1,2,2,24,48,24,6966,7032,6435,48,0,6966,235,0,313,1
3911,1569,2,2,1,32,-1,-1,-1,-1,-1,2,12,12,12,12,29,12,12,12,12,29,0,24,1
3912,2825,2,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,2511,1,2,1,26,0,0,0,0,0,0,2125,2002,2065,900,914,928,86,109,28,21,21,21,0
3914,12244,1,1,1,44,-1,-1,-1,0,0,-1,131,147,1998,1903,1926,87,147,2000,38,38,88,1451,0
3915,4395,1,2,2,43,0,0,0,0,0,0,4048,3349,3182,2744,2787,2570,126,220,74,239,86,74,0
3916,11302,2,2,1,32,0,-1,-1,-1,-1,-1,3183,75,376,0,2115,2093,75,376,0,2115,2093,2093,0
3917,1569,1,3,2,26,2,0,0,0,0,0,1599,1542,1469,1495,1528,1490,78,65,59,62,54,59,1
3918,8163,1,1,1,37,0,0,0,0,0,0,7684,7818,7965,8017,5495,4091,313,313,156,156,156,100,1
3919,5651,2,3,1,43,-1,-1,0,0,0,0,37,1892,1928,1916,2017,2028,1892,94,67,156,94,94,1
3920,11302,1,1,2,26,1,-2,-2,-2,-2,-1,-60,-60,-60,-60,-60,567,0,0,0,0,627,31,0
3921,7221,2,1,2,35,-1,-1,-2,-2,-2,-2,82,0,0,0,0,0,0,0,0,0,0,0,1
3922,4081,1,1,2,25,-1,-1,-1,-1,0,0,419,192,80,281,1370,739,192,80,282,1341,175,12,0
3923,627,2,3,1,42,0,0,0,0,0,0,558,595,583,595,608,614,47,40,20,21,62,40,0
3924,6279,2,3,1,41,-2,-2,-2,-2,-2,-2,-4,-2,-2,438,208,304,0,0,440,209,305,32,0
3925,6907,2,2,1,35,0,0,0,0,0,0,3147,3218,3362,859,921,1065,109,188,94,73,156,62,0
3926,627,1,1,2,25,0,0,0,0,0,0,258,291,324,325,222,205,42,43,14,12,13,65,0
3927,627,1,2,2,24,0,0,0,0,0,0,555,579,608,578,591,543,51,49,19,20,19,20,0
3928,7535,2,3,2,40,0,0,0,0,0,0,7152,6979,7135,6123,6253,6388,257,276,219,226,235,244,1
3929,15070,2,1,1,50,-1,-1,-1,-1,-1,-1,459,374,386,197,165,195,375,387,197,165,195,285,0
3930,1569,2,2,1,29,0,0,0,0,0,0,817,867,914,932,905,911,62,62,78,32,33,32,0
3931,3139,1,2,1,40,0,0,0,-2,-2,-2,1180,747,0,0,0,0,31,0,0,0,0,0,0
3932,3767,2,1,2,34,0,0,0,2,2,2,3307,3377,3622,3517,3758,3819,123,301,0,298,128,0,1
3933,7221,2,1,1,27,0,0,0,0,0,0,3265,3332,3492,3651,3809,4091,125,188,188,188,313,347,0
3934,627,1,2,1,32,0,0,0,0,0,0,529,553,571,557,588,167,45,43,11,31,3,14,0
3935,1569,1,2,2,27,0,0,0,-1,-1,-2,789,751,348,37,0,0,39,34,37,0,0,0,0
3936,4081,2,1,1,32,2,2,2,2,2,2,3586,3639,3690,3584,3818,3898,156,156,0,298,147,0,0
3937,4709,2,1,1,38,-2,-2,-2,-2,-2,-2,54,0,0,0,0,0,0,0,0,0,0,0,0
3938,1883,2,1,2,30,1,2,2,2,2,2,1295,1278,1354,1376,1406,1435,12,106,53,56,56,0,0
3939,8163,1,2,2,44,0,0,0,0,0,0,1131,1166,1194,1063,1085,1111,52,49,38,39,43,36,0
3940,15698,1,2,1,40,0,0,0,0,0,-2,954,993,1022,1150,0,0,62,94,159,0,0,0,0
3941,8477,2,2,1,34,0,0,0,0,0,0,2348,2361,2301,2267,2346,2388,94,125,125,156,125,156,0
3942,12872,2,1,2,34,1,-1,-1,-2,-2,-1,0,427,0,0,0,20,427,0,0,0,20,0,1
3943,1883,2,2,2,29,2,-1,-1,2,0,0,77,1854,1924,1842,1822,1806,1854,153,0,72,69,66,0
3944,6279,2,1,1,31,-1,-1,-1,-1,-1,-1,8,195,182,26,63,62,195,182,26,63,62,324,0
3945,1569,1,3,3,45,-1,-1,-1,-1,0,0,24,0,12,72,59,24,0,12,135,0,0,0,0
3946,15698,2,1,2,35,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
3947,4709,2,1,1,35,-2,-2,-2,-2,-1,-1,10,0,100,0,4,27,0,101,0,4,27,0,0
3948,5337,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,1569,2,2,2,25,0,0,0,0,0,2,1615,1606,1589,1574,1693,1615,62,55,55,189,0,66,0
3950,4081,1,2,1,42,-1,-1,-1,-1,-1,-1,32,32,32,32,12,12,32,32,32,12,12,12,0
3951,3767,1,3,1,30,2,2,2,0,0,2,3838,3893,3782,3822,2544,2499,188,0,157,191,0,87,0
3952,2197,1,1,2,28,0,0,0,0,0,0,289,331,378,403,459,509,47,62,31,62,62,94,0
3953,10047,2,2,1,44,-1,-1,-1,-1,-1,-1,109,390,1449,43,190,67,392,1450,43,191,67,39,0
3954,3453,2,2,1,37,0,0,0,0,0,0,2500,3479,3377,2525,2503,2543,1569,109,313,94,94,94,0
3955,13186,2,1,2,30,0,0,0,0,-1,-1,1085,1143,232,0,381,4,313,64,0,381,4,12,0
3956,7535,2,2,1,49,-1,-1,-1,-1,-1,-1,566,546,1494,385,2382,2844,546,1495,385,2382,2844,1928,0
3957,11930,1,1,2,33,0,0,0,0,0,0,2216,2408,2514,2548,2812,3033,313,156,156,313,313,313,0
3958,627,2,2,2,22,0,0,0,0,0,0,544,571,318,324,237,251,40,35,10,8,18,5,0
3959,1569,2,1,2,42,0,0,2,2,2,2,1115,1200,1172,1246,1222,1311,113,0,94,0,109,106,1
3960,627,1,3,2,23,-1,2,-1,-1,-1,-1,24,12,11,12,0,24,0,11,12,0,24,0,0
3961,627,2,2,2,31,0,0,0,0,0,3,523,555,589,602,662,642,50,53,31,75,0,0,0
3962,7535,2,1,2,28,0,0,0,0,0,0,7461,6297,5953,6188,6327,6190,221,188,314,220,197,253,0
3963,10675,2,2,1,57,1,-2,-2,-2,-1,-1,0,0,0,0,50,0,0,0,0,50,0,0,1
3964,2825,2,2,2,23,2,2,2,2,2,2,570,552,611,592,672,685,0,78,0,94,29,0,1
3965,1569,2,2,1,56,0,0,0,0,0,0,981,916,831,526,487,510,48,39,55,21,31,35,0
3966,6593,2,2,1,33,0,0,0,0,0,0,4301,3803,3200,3024,2644,2561,627,471,313,313,156,314,0
3967,1883,2,2,2,25,0,0,2,6,5,4,1391,1525,1856,1810,1765,1719,156,376,0,0,0,0,0
3968,1569,1,2,1,53,0,0,2,2,0,0,385,448,304,284,282,291,103,31,0,31,31,44,0
3969,1569,2,1,2,26,1,-1,-1,0,0,0,0,61,80,394,703,500,61,80,313,313,21,19,0
3970,2825,2,2,2,26,0,0,0,0,0,0,686,723,756,784,784,824,48,50,47,0,39,38,0
3971,7849,1,1,1,31,-2,-2,-1,-1,-1,-1,118,555,455,149,356,209,278,456,149,360,216,27,0
3972,9105,1,3,1,47,2,0,0,0,0,-1,8019,6825,7866,984,-126,3367,161,145,29,137,4590,1905,1
3973,7535,1,2,2,35,-1,-1,-1,-1,-1,0,270,587,20,359,41,20,587,20,360,41,0,41,0
3974,11302,1,1,2,29,-1,-1,-1,-1,0,-1,42,251,0,114,65,34,252,0,114,0,34,18,0
3975,10675,1,1,2,36,0,0,0,0,0,0,375,512,640,694,827,1077,156,157,156,157,314,313,0
3976,9105,2,1,2,48,0,0,0,0,0,-1,2350,1140,1082,931,286,74,44,37,18,6,176,0,0
3977,1569,2,2,2,25,2,0,0,0,0,-1,1528,1549,502,192,122,9,53,32,3,2,9,291,0
3978,9733,2,2,1,41,-1,-1,-1,-1,-1,-1,16,227,130,263,17,72,227,135,263,17,72,20,0
3979,313,1,2,2,22,0,0,0,0,0,0,293,248,292,298,304,313,38,87,5,6,9,0,0
3980,8163,2,1,2,31,0,0,0,0,0,0,5704,5891,5970,5861,5922,5995,279,226,213,222,226,204,0
3981,5651,2,3,2,26,0,0,0,0,0,0,2251,2079,1797,1687,1450,1246,92,69,62,156,62,72,1
3982,627,1,3,2,26,-1,-1,-1,-2,-2,-2,3,24,0,0,0,0,48,0,0,0,0,0,0
3983,11302,2,1,2,28,-2,-2,-2,-2,-2,-2,75,78,0,0,0,0,78,0,0,0,0,0,0
3984,2511,2,1,1,30,0,0,0,0,0,2,2060,2111,2115,1631,1732,1702,103,65,62,125,0,94,0
3985,14128,2,2,1,44,0,0,0,0,0,0,336,384,402,558,284,266,251,156,219,94,62,51,0
3986,941,2,2,2,22,0,0,0,0,0,0,947,910,901,921,947,826,48,68,31,37,62,47,1
3987,15698,1,1,1,39,0,0,0,0,-1,-1,832,670,345,58,35,29,39,185,1,35,29,6320,0
3988,6593,2,1,1,34,0,0,0,0,0,0,4607,4711,4811,4910,5025,5123,172,172,172,188,188,188,0
3989,9419,1,3,2,64,-1,-1,-1,-1,-1,-1,33,36,31,43,50,42,36,31,43,50,42,44,0
3990,3139,1,4,1,52,0,0,0,0,0,0,2855,2608,1982,1788,1644,707,108,62,46,156,25,31,1
3991,7535,1,1,1,47,1,2,2,2,2,2,4336,4237,4309,4535,4634,4554,15,188,345,175,0,347,1
3992,1569,2,2,2,56,0,0,-1,0,0,-1,945,982,599,593,0,122,72,599,0,0,122,0,0
3993,627,1,2,2,22,3,2,2,3,2,2,556,538,622,604,578,631,0,94,0,0,62,0,1
3994,3453,2,2,2,23,0,0,0,0,-1,0,58,78,41,39,1999,1628,31,31,3,1999,76,64,1
3995,6279,1,1,3,43,-1,-1,-1,-1,-1,0,309,-22,323,0,18,9,0,345,0,27,0,9,0
3996,6907,1,3,2,33,1,-1,-1,0,0,0,-3,15,90,140,191,-8,31,94,62,62,0,62,0
3997,1569,2,2,2,43,0,0,0,0,0,0,307,363,231,423,211,213,72,65,15,31,15,15,1
3998,1883,1,2,2,26,0,0,0,0,0,0,1261,1170,948,967,1046,1042,46,62,34,94,42,62,0
3999,627,2,1,2,23,2,2,2,2,2,2,305,400,391,406,411,400,109,6,31,15,0,31,1
4000,5337,1,2,2,39,-1,-1,-1,0,-1,2,76,252,137,9,192,176,253,137,0,192,0,94,1
4001,941,2,1,2,29,2,-1,-1,-1,2,0,63,48,122,219,128,115,48,122,128,0,4,3,0
4002,5023,2,1,1,29,-1,-1,-2,-1,-1,-1,55,0,0,4,4,31,0,0,4,4,31,0,1
4003,6279,1,1,1,35,0,0,0,0,0,0,6276,6235,3616,3649,4387,5894,266,188,125,784,1569,2197,1
4004,3767,1,3,2,25,0,0,2,0,0,-1,2547,2282,1253,575,231,621,235,0,314,0,622,569,0
4005,7221,2,1,1,38,0,-1,-1,-1,-1,-1,405,9,36,9,9,9,9,36,9,9,9,9,0
4006,627,2,3,1,42,-1,-1,-1,-1,-1,-1,334,20,372,229,58,46,20,372,229,71,46,69,0
4007,313,1,3,2,46,2,2,3,3,3,3,32,32,32,32,32,32,0,0,0,0,0,0,1
4008,3139,2,3,2,24,1,-2,-2,-2,-1,-1,0,0,0,0,77,0,0,0,0,77,0,2,0
4009,4081,2,2,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,1569,1,2,2,47,0,0,0,0,0,0,2872,1478,1490,777,723,737,124,42,26,31,31,31,0
4011,4395,2,3,2,31,0,0,0,0,0,0,2908,2971,3035,3104,2510,2563,109,113,122,94,94,100,0
4012,1569,1,2,2,49,0,0,0,0,0,0,1502,3126,1582,296,302,307,109,72,10,10,10,9,0
4013,11302,1,1,2,29,-2,-2,-2,-2,-2,-2,100,73,118,108,51,92,74,118,109,51,92,532,0
4014,627,2,2,2,22,4,3,2,2,2,2,613,594,575,613,598,641,0,0,47,0,53,0,1
4015,3453,2,2,2,33,0,0,0,0,0,0,3360,3353,3413,3517,1522,1363,125,118,203,152,62,202,0
4016,3139,1,2,2,33,5,4,3,2,2,2,2851,2780,2708,2736,2688,2857,0,0,100,0,213,218,1
4017,8163,2,1,1,39,0,0,0,0,0,0,8055,5914,5864,5781,5963,2794,211,208,244,313,109,107,0
4018,1569,2,1,2,23,0,0,0,0,0,0,1467,1443,837,532,511,565,47,62,18,18,62,62,0
4019,11302,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
4020,941,2,2,1,27,2,2,2,2,2,2,875,842,900,867,916,903,0,83,0,72,34,0,1
4021,1569,1,2,2,23,0,0,0,0,0,0,1563,1594,1574,303,314,293,68,64,10,15,10,15,0
